8	15	7.000000	7.000000	0.000000	12.503828	1.406000e-05
16	33	14.000000	14.000000	1.000000	12.503828	1.216000e-05
32	73	27.000000	27.000000	2.000000	12.503828	2.100000e-05
64	174	60.000000	60.000000	18.000000	12.503828	2.356000e-05
128	385	124.000000	124.000000	24.000000	12.503828	2.220000e-05
256	789	234.000000	234.000000	49.000000	12.503828	3.936000e-05
512	1791	495.000000	495.000000	120.000000	12.503828	8.236000e-05
1024	3877	1004.000000	1004.000000	317.000000	12.749922	1.893000e-04
2048	7869	2000.000000	2000.000000	596.000000	12.996016	3.118200e-04
4096	17407	4029.000000	4029.000000	1401.000000	13.535078	6.773400e-04
8192	37267	8096.000000	8096.000000	3200.000000	14.765547	1.465960e-03
16384	69068	16107.000000	16107.000000	5651.000000	16.910078	3.114040e-03
32768	150593	32435.000000	32435.000000	12984.000000	22.035078	7.677680e-03
65536	328182	65083.000000	65083.000000	29866.000000	33.476484	1.928708e-02
131072	670788	130256.000000	130256.000000	61526.000000	55.558516	4.197536e-02
264346	733846	264346.000000	264346.000000	34483.000000	72.226484	6.027744e-02
321270	800172	321270.000000	321270.000000	25419.000000	77.253828	7.381014e-02
435666	1057066	435666.000000	435666.000000	30806.000000	92.847578	9.960696e-02
1070376	2712798	1070376.000000	1070376.000000	102058.000000	241.183516	2.489907e-01
1207945	2840208	1207945.000000	1207945.000000	68190.000000	250.980391	2.879697e-01
1524453	3897636	1524453.000000	1524453.000000	138033.000000	313.003828	3.713867e-01
1890815	4657742	1890815.000000	1890815.000000	150461.000000	360.081953	4.534306e-01
2758119	6885658	2758119.000000	2758119.000000	228466.000000	557.183516	6.862065e-01
3598623	8778114	3598623.000000	3598623.000000	255045.000000	677.124922	9.097460e-01
6262104	15248146	6262104.000000	6262104.000000	452393.000000	1198.046952	1.693869e+00
14081816	34292496	14081816.000000	14081816.000000	1007968.000000	2612.624922	4.616986e+00
23947347	58333344	23947347.000000	23947347.000000	1717910.000000	4591.640547	7.351511e+00
