2 3 8 15 7 7 0 0.875000 0.875000 0.000000 12.992188 6.325000e-07 1.322470e-08
2 4 16 33 14 14 1 0.875000 0.875000 0.030303 12.992188 1.010580e-06 7.438565e-09
2 5 32 73 28 28 2 0.875000 0.875000 0.027397 12.992188 3.949480e-06 1.085313e-08
2 6 64 174 60 60 18 0.937500 0.937500 0.103448 12.992188 1.164974e-05 1.176962e-08
2 7 128 385 124 124 25 0.968750 0.968750 0.064935 12.992188 2.275054e-05 9.140098e-09
2 8 256 789 234 234 48 0.914062 0.914062 0.060837 12.992188 4.634718e-05 7.998187e-09
2 9 512 1791 495 495 120 0.966797 0.966797 0.067002 13.117188 1.177814e-04 8.198133e-09
2 10 1024 3877 1004 1004 318 0.980469 0.980469 0.082022 13.242188 2.026835e-04 5.966343e-09
2 11 2048 7869 2000 2000 592 0.976562 0.976562 0.075232 13.488281 3.556618e-04 4.703691e-09
2 12 4096 17407 4029 4029 1416 0.983643 0.983643 0.081347 14.027344 7.285372e-04 4.073296e-09
2 13 8192 37267 8096 8096 3201 0.988281 0.988281 0.085894 15.261641 1.620165e-03 3.955220e-09
2 14 16384 69068 16107 16107 5664 0.983093 0.983093 0.082006 17.402344 3.437638e-03 4.145572e-09
2 15 32768 150593 32435 32435 12999 0.989838 0.989838 0.086319 22.542969 9.656135e-03 5.065002e-09
2 16 65536 328182 65083 65083 29839 0.993088 0.993088 0.090922 34.007812 2.261224e-02 5.178607e-09
2 17 131072 670788 130256 130256 61523 0.993774 0.993774 0.091718 56.121094 5.230691e-02 5.535873e-09
2 18 264346 733846 264346 264346 34414 1.000000 1.000000 0.046895 72.726562 6.627156e-02 5.317703e-09
2 18 321270 800172 321270 321270 25377 1.000000 1.000000 0.031714 77.753906 7.565537e-02 5.320377e-09
2 18 435666 1057066 435666 435666 30797 1.000000 1.000000 0.029134 93.347656 1.042418e-01 5.378121e-09
2 20 1070376 2712798 1070376 1070376 101988 1.000000 1.000000 0.037595 241.679688 2.617772e-01 4.983976e-09
2 20 1207945 2840208 1207945 1207945 68218 1.000000 1.000000 0.024019 251.468750 2.941052e-01 5.187765e-09
2 20 1524453 3897636 1524453 1524453 138070 1.000000 1.000000 0.035424 313.496094 3.937158e-01 5.100270e-09
2 20 1890815 4657742 1890815 1890815 150582 1.000000 1.000000 0.032329 360.570312 4.764790e-01 5.034480e-09
2 21 2758119 6885658 2758119 2758119 229012 1.000000 1.000000 0.033259 557.671797 7.010356e-01 4.901737e-09
2 21 3598623 8778114 3598623 3598623 255270 1.000000 1.000000 0.029080 677.601484 9.326781e-01 4.991855e-09
2 22 6262104 15248146 6262104 6262104 452275 1.000000 1.000000 0.029661 1198.507890 1.745936e+00 5.186421e-09
2 23 14081816 34292496 14081816 14081816 1007805 1.000000 1.000000 0.029388 2612.992188 5.244348e+00 6.586223e-09
2 24 23947347 58333344 23947347 23947347 1718085 1.000000 1.000000 0.029453 4591.925781 8.855281e+00 6.333971e-09
