0 0 0 0.000000e+00 0.000000e+00
1 0 3 3.970000e-07 1.323333e-07
2 0 18 -1.170000e-07 -6.500000e-09
3 15 81 2.570000e-07 3.172840e-09
4 73 324 9.430000e-07 2.910494e-09
5 293 1215 3.942000e-06 3.244444e-09
6 1138 4374 1.506700e-05 3.444673e-09
7 4135 15309 5.258100e-05 3.434646e-09
8 14626 52488 1.883080e-04 3.587639e-09
9 50299 177147 6.471120e-04 3.652966e-09
10 170671 590490 2.347716e-03 3.975878e-09
11 571002 1948617 8.909350e-03 4.572140e-09
12 1890086 6377292 3.081938e-02 4.832676e-09
13 6202083 20726199 1.185437e-01 5.719509e-09
14 20199408 66961566 5.450225e-01 8.139333e-09
15 65377562 215233605 2.180813e+00 1.013231e-08
16 210482670 688747536 9.442457e+00 1.370961e-08
17 674517447 2195382771 3.506984e+01 1.597436e-08
18 2152702621 2678601506 1.241692e+02 4.635597e-08
