0,k,4,0,0,0,0.000000e+00,0.000000e+00,0.000000e+00
1,k,4,12,0,0,7.010000e-07,-nan,inf
2,k,4,12,0,15,5.560000e-07,0.000000e+00,3.706667e-08
3,k,4,12,2,126,1.045000e-06,1.587302e-02,8.293651e-09
4,k,4,12,15,765,1.349000e-06,1.960784e-02,1.763399e-09
5,k,4,12,44,4092,2.561000e-06,1.075269e-02,6.258553e-10
6,k,4,12,127,20475,5.155000e-06,6.202686e-03,2.517705e-10
7,k,4,12,327,98298,1.123700e-05,3.326619e-03,1.143157e-10
8,k,4,12,765,458745,2.558600e-05,1.667593e-03,5.577390e-11
9,k,4,12,1799,2097144,6.152700e-05,8.578333e-04,2.933847e-11
10,k,4,12,4093,9437175,1.367180e-04,4.337103e-04,1.448717e-11
11,k,4,12,9212,41943030,3.104650e-04,2.196312e-04,7.402064e-12
12,k,4,12,20478,184549365,7.212480e-04,1.109622e-04,3.908158e-12
13,k,4,12,45005,805306356,1.515139e-03,5.588556e-05,1.881444e-12
14,k,4,12,98326,3489660915,2.172610e-03,2.817638e-05,6.225848e-13
15,k,4,12,212734,2147483634,3.666515e-03,9.906199e-05,1.707354e-12
16,k,4,13,458695,4294967281,8.443380e-03,1.067983e-04,1.965878e-12
17,k,4,14,981715,4294967280,2.382184e-02,2.285733e-04,5.546454e-12
18,k,4,15,2096692,4294967279,5.430433e-02,4.881741e-04,1.264371e-11
19,k,4,18,4452003,4294967278,1.266589e-01,1.036563e-03,2.949006e-11
20,k,4,24,9436612,4294967277,2.913871e-01,2.197132e-03,6.784385e-11
21,k,4,36,19907983,4294967276,7.007365e-01,4.635189e-03,1.631529e-10
22,k,4,60,41933998,4294967275,1.664513e+00,9.763520e-03,3.875496e-10
23,k,4,108,88012079,4294967274,4.129274e+00,2.049191e-02,9.614216e-10
24,k,4,204,184517857,4294967273,1.012592e+01,4.296141e-02,2.357624e-09
25,k,4,396,385609737,4294967272,2.408578e+01,8.978176e-02,5.607908e-09
26,k,4,780,805174481,4294967264,5.590450e+01,1.874693e-01,1.301628e-08
