0,k,2,0,0,0,0.000000e+00,0.000000e+00,0.000000e+00
1,k,2,12,0,0,6.700000e-07,-nan,inf
2,k,2,12,0,3,6.330000e-07,0.000000e+00,2.110000e-07
3,k,2,12,6,14,1.073000e-06,4.285714e-01,7.664286e-08
4,k,2,12,22,45,1.472000e-06,4.888889e-01,3.271111e-08
5,k,2,12,81,124,3.616000e-06,6.532258e-01,2.916129e-08
6,k,2,12,222,315,5.639000e-06,7.047619e-01,1.790159e-08
7,k,2,12,564,762,1.182100e-05,7.401575e-01,1.551312e-08
8,k,2,12,1376,1785,2.656900e-05,7.708683e-01,1.488459e-08
9,k,2,12,3252,4088,6.197800e-05,7.954990e-01,1.516096e-08
10,k,2,12,7556,9207,1.605810e-04,8.206799e-01,1.744119e-08
11,k,2,12,17166,20470,3.583080e-04,8.385931e-01,1.750405e-08
12,k,2,12,38351,45045,7.953350e-04,8.513931e-01,1.765645e-08
13,k,2,12,84936,98292,1.804006e-03,8.641192e-01,1.835354e-08
14,k,2,12,186181,212979,3.999053e-03,8.741754e-01,1.877675e-08
15,k,2,12,405107,458738,4.435239e-03,8.830901e-01,9.668349e-09
16,k,2,13,875875,983025,1.063545e-02,8.909997e-01,1.081910e-08
17,k,2,14,1882525,2097136,3.577081e-02,8.976647e-01,1.705698e-08
18,k,2,15,4028219,4456431,8.324192e-02,9.039114e-01,1.867906e-08
19,k,2,18,8578811,9437166,2.045359e-01,9.090453e-01,2.167345e-08
20,k,2,24,18209049,19922925,5.029651e-01,9.139747e-01,2.524554e-08
21,k,2,36,38514182,41943020,1.244275e+00,9.182501e-01,2.966585e-08
22,k,2,60,81224965,88080363,3.024848e+00,9.221688e-01,3.434191e-08
23,k,2,108,170837877,184549354,7.501962e+00,9.257029e-01,4.065017e-08
24,k,2,204,358448049,385875945,1.850470e+01,9.289204e-01,4.795506e-08
25,k,2,396,750456320,805306344,4.430112e+01,9.318892e-01,5.501151e-08
26,k,2,780,1568030273,1677721575,1.035262e+02,9.346189e-01,6.170642e-08
