0,h,0,0,0,0,0.000000e+00,0.000000e+00,0.000000e+00
1,h,0,12,1,1,1.425700e-05,1.000000e+00,1.425700e-05
2,h,0,12,6,10,4.840000e-06,6.000000e-01,4.840000e-07
3,h,0,12,23,36,4.232000e-06,6.388889e-01,1.175556e-07
4,h,0,12,65,91,8.417000e-06,7.142857e-01,9.249451e-08
5,h,0,12,171,249,1.704500e-05,6.867470e-01,6.845382e-08
6,h,0,12,459,568,3.642400e-05,8.080986e-01,6.412676e-08
7,h,0,12,1121,1398,7.447700e-05,8.018598e-01,5.327396e-08
8,h,0,12,2546,3061,1.576980e-04,8.317543e-01,5.151846e-08
9,h,0,12,5877,6644,3.365450e-04,8.845575e-01,5.065397e-08
10,h,0,12,13321,15346,7.311340e-04,8.680438e-01,4.764329e-08
11,h,0,12,29546,32753,1.613672e-03,9.020853e-01,4.926791e-08
12,h,0,12,65157,73711,3.468156e-03,8.839522e-01,4.705073e-08
13,h,0,13,142063,155630,7.069283e-03,9.128253e-01,4.542365e-08
14,h,0,14,308609,344044,1.054743e-02,8.970045e-01,3.065722e-08
15,h,0,16,665508,720875,1.939344e-02,9.231947e-01,2.690264e-08
16,h,0,20,1428576,1572841,4.379489e-02,9.082774e-01,2.784445e-08
17,h,0,27,3052640,3276776,1.029716e-01,9.315986e-01,3.142468e-08
18,h,0,42,6494166,6815719,2.389180e-01,9.528219e-01,3.505397e-08
19,h,0,72,13771390,14680037,5.574876e-01,9.381032e-01,3.797590e-08
20,h,0,132,29105921,30408676,1.262867e+00,9.571584e-01,4.152983e-08
21,h,0,252,61339434,65011682,2.819284e+00,9.435140e-01,4.336581e-08
22,h,0,492,128935384,134217697,6.399406e+00,9.606437e-01,4.767930e-08
23,h,0,972,270412012,285212639,1.448640e+01,9.481067e-01,5.079159e-08
24,h,0,1932,565926413,587202526,3.399154e+01,9.637670e-01,5.788724e-08
25,h,0,3852,1182023588,1241513948,7.681631e+01,9.520824e-01,6.187310e-08
26,h,0,7692,2464421172,2550136795,1.770837e+02,9.663878e-01,6.944086e-08
