0,k,4,0,0,0,0.000000e+00,0.000000e+00,0.000000e+00
1,k,4,12,0,0,7.410000e-07,-nan,inf
2,k,4,12,0,15,5.530000e-07,0.000000e+00,3.686667e-08
3,k,4,12,2,126,1.012000e-06,1.587302e-02,8.031746e-09
4,k,4,12,10,765,1.347000e-06,1.307190e-02,1.760784e-09
5,k,4,12,36,4092,2.399000e-06,8.797654e-03,5.862659e-10
6,k,4,12,100,20475,4.552000e-06,4.884005e-03,2.223199e-10
7,k,4,12,270,98298,1.094500e-05,2.746750e-03,1.113451e-10
8,k,4,12,654,458745,2.427200e-05,1.425629e-03,5.290957e-11
9,k,4,12,1592,2097144,5.538200e-05,7.591277e-04,2.640830e-11
10,k,4,12,3640,9437175,1.277220e-04,3.857086e-04,1.353392e-11
11,k,4,12,8418,41943030,2.922430e-04,2.007008e-04,6.967618e-12
12,k,4,12,18658,184549365,6.255250e-04,1.011003e-04,3.389473e-12
13,k,4,12,41868,805306356,1.429734e-03,5.199015e-05,1.775391e-12
14,k,4,12,91020,3489660915,2.010696e-03,2.608276e-05,5.761866e-13
15,k,4,12,200246,2147483634,3.246720e-03,9.324681e-05,1.511872e-12
16,k,4,13,429622,4294967281,6.847424e-03,1.000292e-04,1.594290e-12
17,k,4,14,932064,4294967280,1.916162e-02,2.170131e-04,4.461411e-12
18,k,4,15,1980640,4294967279,4.060002e-02,4.611537e-04,9.452929e-12
19,k,4,18,4252554,4294967278,8.681324e-02,9.901249e-04,2.021278e-11
20,k,4,24,8971146,4294967277,1.824048e-01,2.088758e-03,4.246942e-11
21,k,4,36,19107380,4294967276,3.874206e-01,4.448784e-03,9.020339e-11
22,k,4,60,40078900,4294967275,8.108855e-01,9.331596e-03,1.887990e-10
23,k,4,108,84818142,4294967274,1.712434e+00,1.974826e-02,3.987072e-10
24,k,4,204,177092830,4294967273,3.592718e+00,4.123264e-02,8.364949e-10
25,k,4,396,372827016,4294967272,7.592613e+00,8.680555e-02,1.767793e-09
26,k,4,780,775480200,4294967264,1.587047e+01,1.805556e-01,3.695133e-09
