0,4,131074,392192,4748,727212514,459334197,313307352,3979707176,4747,146673664,2.127933e+02,7864995,1495211367
1,4,131074,392192,4748,727212514,459334197,313307352,3979707176,4747,146583552,2.121338e+02,7864995,1495211367
2,4,131074,392192,4748,727212514,459334197,313307352,3979707176,4747,146583552,2.020315e+02,7864995,1495211367
3,4,131074,392192,4748,727212514,459334197,313307352,3979707176,4747,146583552,2.020422e+02,7864995,1495211367
4,4,131074,392192,4748,727212514,459334197,313307352,3979707176,4747,146583552,2.020242e+02,7864995,1495211367
5,4,131074,392192,4748,727212514,459334197,313307352,3979707176,4747,146583552,2.020326e+02,7864995,1495211367
6,4,131074,392192,4748,727212514,459334197,313307352,3979707176,4747,146583552,2.020374e+02,7864995,1495211367
7,4,131074,392192,4748,727212514,459334197,313307352,3979707176,4747,146583552,2.020325e+02,7864995,1495211367
8,4,131074,392192,4748,727212514,459334197,313307352,3979707176,4747,146583552,2.020343e+02,7864995,1495211367
9,4,131074,392192,4748,727212514,459334197,313307352,3979707176,4747,146583552,2.020370e+02,7864995,1495211367
