0 0 0 0.000000e+00 0.000000e+00
1 3 3 4.870000e-07 1.623333e-07
2 18 18 -1.570000e-07 -8.722222e-09
3 81 81 8.000000e-07 9.876543e-09
4 324 324 1.908000e-06 5.888889e-09
5 1215 1215 8.261000e-06 6.799177e-09
6 4374 4374 2.846500e-05 6.507773e-09
7 15309 15309 1.010500e-04 6.600692e-09
8 52488 52488 3.396150e-04 6.470336e-09
9 177147 177147 1.127425e-03 6.364347e-09
10 590490 590490 4.600469e-03 7.790935e-09
11 1948617 1948617 1.405759e-02 7.214138e-09
12 6377292 6377292 4.226479e-02 6.627388e-09
13 20726199 20726199 1.392317e-01 6.717667e-09
14 66961566 66961566 4.439206e-01 6.629484e-09
15 215233605 215233605 1.511524e+00 7.022713e-09
16 688747536 688747536 4.672185e+00 6.783597e-09
17 2195382771 2195382771 1.494814e+01 6.808899e-09
18 2678601506 2678601506 5.387189e+01 2.011195e-08
