
1 & 4098 & 57455 & 28.97 & 1078 & 2.19e+00 & 48426 & 1049 & 2.24e+00 & 4745226\\
2 & 8194 & 114985 & 45.61 & 2202 & 3.98e+00 & 101007 & 2330 & 5.52e+00 & 9883007\\
3 & 16386 & 229806 & 78.56 & 4981 & 4.24e+01 & 201225 & 6991 & 6.79e+01 & 19882820\\
4 & 32770 & 492067 & 154.00 & 5200 & 6.98e+01 & 202266 & 6473 & 1.37e+02 & 19865140\\
5 & 65538 & 1016191 & 304.54 & 4343 & 2.36e+02 & 196005 & 4552 & 2.59e+02 & 19518505\\
\textbf{Media} & 25397.00 & 382100.00 & 122.34 & 3560.80 & 7.10e+01 & 149785.80 & 4279.00 & 9.42e+01 & 14778939.60\\
