
1 & 4098 & 12224 & 16.87 & 249 & 1.70e-01 & 4815 & 222 & 1.31e-01 & 452053\\
2 & 8194 & 24512 & 20.93 & 247 & 3.45e-01 & 4653 & 207 & 2.89e-01 & 423811\\
3 & 16386 & 49088 & 28.87 & 235 & 7.86e-01 & 4448 & 221 & 7.03e-01 & 423811\\
4 & 32770 & 98240 & 44.75 & 238 & 2.27e+00 & 4369 & 264 & 2.61e+00 & 413178\\
5 & 65538 & 196544 & 76.50 & 241 & 4.94e+00 & 4326 & 313 & 5.89e+00 & 413178\\
6 & 131074 & 393088 & 140.00 & 423 & 1.79e+01 & 8911 & 670 & 2.85e+01 & 931382\\
7 & 262146 & 786176 & 267.03 & 916 & 8.03e+01 & 19063 & 1308 & 1.02e+02 & 1888189\\
\textbf{Media} & 74315.00 & 222838.00 & 84.99 & 364.14 & 1.52e+01 & 7226.43 & 457.86 & 2.00e+01 & 706514.57\\
