
1 & 4098 & 30877 & 21.53 & 63 & 3.21e-02 & 50400 & 67 & 7.53e-02 & 5040000\\
2 & 8194 & 61644 & 30.70 & 128 & 1.34e-01 & 102400 & 152 & 3.73e-01 & 10048495\\
3 & 16386 & 123368 & 48.90 & 256 & 6.24e-01 & 204800 & 278 & 2.01e+00 & 20281539\\
4 & 32770 & 246792 & 85.55 & 512 & 2.45e+00 & 409600 & 583 & 7.41e+00 & 40595104\\
5 & 65538 & 508871 & 162.86 & 511 & 6.56e+00 & 408800 & 585 & 2.10e+01 & 40352544\\
6 & 131074 & 1033059 & 317.40 & 511 & 1.73e+01 & 408800 & 575 & 4.22e+01 & 40476962\\
7 & 262146 & 2081608 & 626.62 & 512 & 3.61e+01 & 409600 & 607 & 9.58e+01 & 40200176\\
\textbf{Media} & 74315.00 & 583745.00 & 184.80 & 356.14 & 9.03e+00 & 284914.29 & 406.71 & 2.41e+01 & 28142117.14\\
