
1 & 4098 & 30803 & 21.52 & 63 & 5.33e-02 & 50400 & 88 & 1.21e-01 & 4555054\\
2 & 8194 & 61779 & 30.70 & 125 & 2.57e-01 & 100000 & 167 & 5.62e-01 & 9103554\\
3 & 16386 & 123367 & 48.85 & 253 & 1.25e+00 & 202150 & 372 & 3.41e+00 & 18271465\\
4 & 32770 & 246622 & 85.39 & 501 & 5.54e+00 & 400800 & 698 & 1.33e+01 & 36676165\\
5 & 65538 & 508648 & 162.65 & 507 & 1.02e+01 & 404600 & 741 & 3.03e+01 & 36661414\\
6 & 131074 & 1032961 & 317.15 & 506 & 2.25e+01 & 404800 & 714 & 6.17e+01 & 36584473\\
7 & 262146 & 2081413 & 626.21 & 504 & 4.45e+01 & 403200 & 724 & 1.27e+02 & 36457099\\
\textbf{Media} & 74315.00 & 583656.00 & 184.64 & 351.29 & 1.20e+01 & 280850.00 & 500.57 & 3.38e+01 & 25472746.29\\
