1,h,0,0,0,0,0.000000e+00,0.000000e+00,0.000000e+00
2,h,0,268,0,1,4.137000e-06,0.000000e+00,4.137000e-06
3,h,0,268,0,1,7.082400e-05,0.000000e+00,7.082400e-05
4,h,0,268,0,1,2.105800e-05,0.000000e+00,2.105800e-05
5,h,0,268,0,1,1.903000e-05,0.000000e+00,1.903000e-05
6,h,0,268,0,1,2.302300e-05,0.000000e+00,2.302300e-05
7,h,0,268,0,1,2.964400e-05,0.000000e+00,2.964400e-05
8,h,0,268,0,1,4.150100e-05,0.000000e+00,4.150100e-05
9,h,0,268,0,1,6.842000e-05,0.000000e+00,6.842000e-05
10,h,0,268,0,1,1.221910e-04,0.000000e+00,1.221910e-04
11,h,0,268,0,1,2.340130e-04,0.000000e+00,2.340130e-04
12,h,0,268,0,1,4.491230e-04,0.000000e+00,4.491230e-04
13,h,0,269,0,1,8.856320e-04,0.000000e+00,8.856320e-04
14,h,0,270,0,1,1.773365e-03,0.000000e+00,1.773365e-03
15,h,0,272,0,1,3.184167e-03,0.000000e+00,3.184167e-03
16,h,0,275,0,1,3.859704e-03,0.000000e+00,3.859704e-03
17,h,0,282,0,1,7.639602e-03,0.000000e+00,7.639602e-03
18,h,0,296,0,1,1.534690e-02,0.000000e+00,1.534690e-02
19,h,0,324,0,1,2.980081e-02,0.000000e+00,2.980081e-02
20,h,0,380,0,1,5.918309e-02,0.000000e+00,5.918309e-02
21,h,0,492,0,1,1.178992e-01,0.000000e+00,1.178992e-01
22,h,0,716,0,1,2.356374e-01,0.000000e+00,2.356374e-01
23,h,0,1164,0,1,4.712985e-01,0.000000e+00,4.712985e-01
24,h,0,2060,0,1,9.426974e-01,0.000000e+00,9.426974e-01
