0,6,6262104,15248146,6262104,6262104,451891,1256730624,1.678818e+00,24998760
1,6,6262104,15248146,6262104,6262104,452658,1256726528,1.582532e+00,25185698
2,6,6262104,15248146,6262104,6262104,451366,1256726528,1.631829e+00,17771517
3,6,6262104,15248146,6262104,6262104,453455,1256726528,1.622695e+00,14112922
4,6,6262104,15248146,6262104,6262104,451327,1256726528,1.635194e+00,1013153
5,6,6262104,15248146,6262104,6262104,452253,1256726528,1.576759e+00,16208006
6,6,6262104,15248146,6262104,6262104,451346,1256726528,1.634749e+00,12991933
7,6,6262104,15248146,6262104,6262104,451884,1256726528,1.608922e+00,11984738
8,6,6262104,15248146,6262104,6262104,452743,1256726528,1.643401e+00,25833318
9,6,6262104,15248146,6262104,6262104,452095,1256726528,1.599775e+00,10095363
10,6,6262104,15248146,6262104,6262104,449637,1256726528,1.586861e+00,3632893
11,6,6262104,15248146,6262104,6262104,452322,1256726528,1.575127e+00,2394037
12,6,6262104,15248146,6262104,6262104,453772,1256726528,1.658086e+00,5926477
13,6,6262104,15248146,6262104,6262104,451861,1256726528,1.640671e+00,14748351
14,6,6262104,15248146,6262104,6262104,452038,1256726528,1.609076e+00,1385836
15,6,6262104,15248146,6262104,6262104,453010,1256726528,1.666449e+00,10788388
16,6,6262104,15248146,6262104,6262104,454616,1256726528,1.654433e+00,12491600
17,6,6262104,15248146,6262104,6262104,452501,1256726528,1.671219e+00,22239694
18,6,6262104,15248146,6262104,6262104,452424,1256726528,1.594121e+00,4220527
19,6,6262104,15248146,6262104,6262104,449649,1256726528,1.593472e+00,8617526
20,6,6262104,15248146,6262104,6262104,452474,1256726528,1.587318e+00,25034194
21,6,6262104,15248146,6262104,6262104,451594,1256726528,1.635434e+00,16163120
22,6,6262104,15248146,6262104,6262104,451932,1256726528,1.648577e+00,16756607
23,6,6262104,15248146,6262104,6262104,452794,1256726528,1.626824e+00,9242370
24,6,6262104,15248146,6262104,6262104,454842,1256726528,1.764758e+00,8854737
25,6,6262104,15248146,6262104,6262104,454789,1256726528,1.684530e+00,14548792
26,6,6262104,15248146,6262104,6262104,453052,1256726528,1.637051e+00,3228769
27,6,6262104,15248146,6262104,6262104,451751,1256726528,1.610981e+00,9670459
28,6,6262104,15248146,6262104,6262104,452323,1256726528,1.584323e+00,4529222
29,6,6262104,15248146,6262104,6262104,453994,1256726528,1.690921e+00,17345369
30,6,6262104,15248146,6262104,6262104,451769,1256726528,1.618565e+00,6762741
31,6,6262104,15248146,6262104,6262104,452932,1256726528,1.670734e+00,6619792
32,6,6262104,15248146,6262104,6262104,452401,1256726528,1.616632e+00,17808737
33,6,6262104,15248146,6262104,6262104,452642,1256726528,1.581571e+00,17671699
34,6,6262104,15248146,6262104,6262104,451138,1256726528,1.638013e+00,11693608
35,6,6262104,15248146,6262104,6262104,455145,1256726528,1.682888e+00,8173903
36,6,6262104,15248146,6262104,6262104,453081,1256726528,1.665934e+00,10925345
37,6,6262104,15248146,6262104,6262104,449583,1256726528,1.586175e+00,14929049
38,6,6262104,15248146,6262104,6262104,452373,1256726528,1.656619e+00,8432282
39,6,6262104,15248146,6262104,6262104,452071,1256726528,1.577979e+00,21401707
40,6,6262104,15248146,6262104,6262104,451203,1256726528,1.626914e+00,3849597
41,6,6262104,15248146,6262104,6262104,452548,1256726528,1.605032e+00,21458995
42,6,6262104,15248146,6262104,6262104,452818,1256726528,1.632726e+00,8002441
43,6,6262104,15248146,6262104,6262104,452738,1256726528,1.641653e+00,12776435
44,6,6262104,15248146,6262104,6262104,452843,1256726528,1.668320e+00,5471739
45,6,6262104,15248146,6262104,6262104,451438,1256726528,1.633777e+00,16783201
46,6,6262104,15248146,6262104,6262104,454800,1256726528,1.769778e+00,15552771
47,6,6262104,15248146,6262104,6262104,449742,1256726528,1.588214e+00,9652412
48,6,6262104,15248146,6262104,6262104,454310,1256726528,1.654949e+00,1869013
49,6,6262104,15248146,6262104,6262104,452478,1256726528,1.589012e+00,25922271
