0,h,0,8192,37267,8096,8096,3250,15966208,7.344304e-02,1219,1493430113
1,h,0,8192,37267,8096,8096,3109,16035840,7.375333e-02,1951,1493430113
2,h,0,8192,37267,8096,8096,3218,16027648,7.381623e-02,2311,1493430113
3,h,0,8192,37267,8096,8096,3123,16031744,7.360358e-02,747,1493430113
4,h,0,8192,37267,8096,8096,3156,16035840,7.368131e-02,1030,1493430113
5,h,0,8192,37267,8096,8096,3117,16031744,7.381434e-02,1291,1493430113
6,h,0,8192,37267,8096,8096,3161,16035840,7.392265e-02,1447,1493430113
7,h,0,8192,37267,8096,8096,3296,16031744,7.378253e-02,1839,1493430113
8,h,0,8192,37267,8096,8096,3087,16031744,7.380812e-02,1759,1493430113
9,h,0,8192,37267,8096,8096,3261,16027648,7.401051e-02,1372,1493430113
10,h,0,8192,37267,8096,8096,3055,15904768,7.333647e-02,2562,1493430113
11,h,0,8192,37267,8096,8096,3132,16035840,7.370698e-02,2882,1493430113
12,h,0,8192,37267,8096,8096,3098,16027648,7.377154e-02,1219,1493430113
13,h,0,8192,37267,8096,8096,3116,16031744,7.376439e-02,2250,1493430113
14,h,0,8192,37267,8096,8096,3213,16031744,7.399180e-02,1951,1493430113
15,h,0,8192,37267,8096,8096,3146,16027648,7.426634e-02,857,1493430113
16,h,0,8192,37267,8096,8096,3254,16039936,7.405819e-02,1504,1493430113
17,h,0,8192,37267,8096,8096,3271,16035840,7.386898e-02,1561,1493430113
18,h,0,8192,37267,8096,8096,3211,16039936,7.400613e-02,1728,1493430113
19,h,0,8192,37267,8096,8096,3197,16035840,7.402690e-02,2190,1493430113
20,h,0,8192,37267,8096,8096,3130,16035840,7.375894e-02,1968,1493430113
21,h,0,8192,37267,8096,8096,3258,16035840,7.399691e-02,2236,1493430113
22,h,0,8192,37267,8096,8096,3120,16031744,7.369000e-02,1955,1493430113
23,h,0,8192,37267,8096,8096,3129,16031744,7.415738e-02,893,1493430113
24,h,0,8192,37267,8096,8096,3192,16031744,7.363713e-02,1391,1493430113
25,h,0,8192,37267,8096,8096,3192,16027648,7.395737e-02,1107,1493430113
26,h,0,8192,37267,8096,8096,3275,16035840,7.404753e-02,1521,1493430113
27,h,0,8192,37267,8096,8096,3226,16035840,7.385861e-02,2225,1493430113
28,h,0,8192,37267,8096,8096,2966,16027648,7.368840e-02,1661,1493430113
29,h,0,8192,37267,8097,8097,3256,16031744,7.402612e-02,691,1493430113
30,h,0,8192,37267,8096,8096,3009,16031744,7.387142e-02,2101,1493430113
31,h,0,8192,37267,8096,8096,3153,16031744,7.398460e-02,2257,1493430113
32,h,0,8192,37267,8096,8096,3176,16035840,7.401400e-02,1563,1493430113
33,h,0,8192,37267,8096,8096,3295,16035840,7.426908e-02,2085,1493430113
34,h,0,8192,37267,8096,8096,3277,16031744,7.394224e-02,1808,1493430113
35,h,0,8192,37267,8096,8096,3162,16031744,7.437846e-02,1022,1493430113
36,h,0,8192,37267,8096,8096,3243,16039936,7.409460e-02,1696,1493430113
37,h,0,8192,37267,8096,8096,3212,16039936,7.391445e-02,1632,1493430113
38,h,0,8192,37267,8096,8096,3081,16035840,7.407966e-02,1652,1493430113
39,h,0,8192,37267,8096,8096,3235,16027648,7.410111e-02,2043,1493430113
40,h,0,8192,37267,8096,8096,3177,16027648,7.410314e-02,1826,1493430113
41,h,0,8192,37267,8096,8096,3241,16035840,7.361954e-02,1842,1493430113
42,h,0,8192,37267,8096,8096,3212,16031744,7.377915e-02,1128,1493430113
43,h,0,8192,37267,8096,8096,3329,16035840,7.405205e-02,1811,1493430113
44,h,0,8192,37267,8096,8096,3123,16031744,7.378084e-02,1879,1493430113
45,h,0,8192,37267,8096,8096,3209,16027648,7.402003e-02,1415,1493430113
46,h,0,8192,37267,8096,8096,3193,16031744,7.405147e-02,1462,1493430113
47,h,0,8192,37267,8096,8096,3346,16031744,7.343977e-02,1252,1493430113
48,h,0,8192,37267,8096,8096,3308,16035840,7.403811e-02,1194,1493430113
49,h,0,8192,37267,8096,8096,3226,16035840,7.388216e-02,833,1493430113
