4
0 0 0 0.000000e+00 0.000000e+00
1 0 0 1.083000e-06 2.521556e-08
2 2 4 1.910000e-07 4.775000e-08
3 24 41 3.165000e-06 7.719512e-08
4 188 254 1.522500e-05 5.994094e-08
5 1106 1363 8.110400e-05 5.950404e-08
6 5758 6824 3.923640e-04 5.749766e-08
7 28870 32765 1.973547e-03 6.023339e-08
8 138004 152914 1.363759e-02 8.918470e-08
9 637818 699047 3.211322e-03 4.593857e-09
10 2900088 3145724 3.722833e-02 1.183458e-08
11 13076708 13981009 1.964151e-01 1.404871e-08
12 57910870 61516454 8.666125e-01 1.408749e-08
13 253125404 268435451 3.772694e+00 1.405438e-08
14 1099122016 1163220304 1.639623e+01 1.409555e-08
