0,264346,733846,264346,264346,34456,75730944,0.061181
1,264346,733846,264346,264346,34490,75735040,0.060765
2,264346,733846,264346,264346,34435,75735040,0.060034
3,264346,733846,264346,264346,34572,75735040,0.060662
4,264346,733846,264346,264346,34448,75735040,0.060302
5,264346,733846,264346,264346,34674,75735040,0.060526
6,264346,733846,264346,264346,34750,75735040,0.060724
7,264346,733846,264346,264346,33783,75735040,0.059971
8,264346,733846,264346,264346,34763,75735040,0.059918
9,264346,733846,264346,264346,33432,75735040,0.058613
10,264346,733846,264346,264346,34305,75735040,0.059621
11,264346,733846,264346,264346,34120,75735040,0.060881
12,264346,733846,264346,264346,34354,75735040,0.060548
13,264346,733846,264346,264346,34382,75735040,0.059533
14,264346,733846,264346,264346,34565,75735040,0.059211
15,264346,733846,264346,264346,34643,75735040,0.059589
16,264346,733846,264346,264346,34255,75735040,0.060137
17,264346,733846,264346,264346,34817,75735040,0.059875
18,264346,733846,264346,264346,34739,75735040,0.058543
19,264346,733846,264346,264346,34451,75735040,0.060293
20,264346,733846,264346,264346,34092,75735040,0.060526
21,264346,733846,264346,264346,34705,75735040,0.059720
22,264346,733846,264346,264346,34408,75735040,0.060840
23,264346,733846,264346,264346,34616,75735040,0.060558
24,264346,733846,264346,264346,34928,75735040,0.059216
25,264346,733846,264346,264346,34793,75735040,0.058689
26,264346,733846,264346,264346,34718,75735040,0.060493
27,264346,733846,264346,264346,33793,75735040,0.060285
28,264346,733846,264346,264346,34616,75735040,0.058381
29,264346,733846,264346,264346,34571,75735040,0.060880
30,264346,733846,264346,264346,34576,75735040,0.059511
31,264346,733846,264346,264346,34414,75735040,0.060877
32,264346,733846,264346,264346,33662,75735040,0.059197
33,264346,733846,264346,264346,34343,75735040,0.059589
34,264346,733846,264346,264346,34771,75735040,0.060393
35,264346,733846,264346,264346,34960,75735040,0.059989
36,264346,733846,264346,264346,34538,75735040,0.059091
37,264346,733846,264346,264346,34544,75735040,0.058724
38,264346,733846,264346,264346,34166,75735040,0.059768
39,264346,733846,264346,264346,34614,75735040,0.059530
40,264346,733846,264346,264346,34715,75735040,0.058419
41,264346,733846,264346,264346,33660,75735040,0.059254
42,264346,733846,264346,264346,34651,75735040,0.057429
43,264346,733846,264346,264346,35054,75735040,0.059206
44,264346,733846,264346,264346,34723,75735040,0.059120
45,264346,733846,264346,264346,34142,75735040,0.060386
46,264346,733846,264346,264346,34619,75735040,0.060541
47,264346,733846,264346,264346,34766,75735040,0.059342
48,264346,733846,264346,264346,34776,75735040,0.059359
49,264346,733846,264346,264346,34744,75735040,0.060581
