0,4,32770,97792,1903,75069135,46694306,33557801,374355747,1902,46804992,1.965039e+01,3869584,1495210795
1,4,32770,97792,1903,75069135,46694306,33557801,374355747,1902,46784512,1.964341e+01,3869584,1495210795
2,4,32770,97792,1903,75069135,46694306,33557801,374355747,1902,46784512,1.961584e+01,3869584,1495210795
3,4,32770,97792,1903,75069135,46694306,33557801,374355747,1902,46784512,1.899446e+01,3869584,1495210795
4,4,32770,97792,1903,75069135,46694306,33557801,374355747,1902,46784512,1.891914e+01,3869584,1495210795
5,4,32770,97792,1903,75069135,46694306,33557801,374355747,1902,46784512,1.891877e+01,3869584,1495210795
6,4,32770,97792,1903,75069135,46694306,33557801,374355747,1902,46784512,1.892517e+01,3869584,1495210795
7,4,32770,97792,1903,75069135,46694306,33557801,374355747,1902,46784512,1.891978e+01,3869584,1495210795
8,4,32770,97792,1903,75069135,46694306,33557801,374355747,1902,46784512,1.891997e+01,3869584,1495210795
9,4,32770,97792,1903,75069135,46694306,33557801,374355747,1902,46784512,1.893144e+01,3869584,1495210795
