0 0 0 0.000000e+00 0.000000e+00
1 0 0 4.410000e-07 inf
2 3 3 1.430000e-07 4.766667e-08
3 18 18 2.210000e-07 1.227778e-08
4 81 81 2.112000e-06 2.607407e-08
5 324 324 4.916000e-06 1.517284e-08
6 1215 1215 2.200800e-05 1.811358e-08
7 4374 4374 7.085800e-05 1.619982e-08
8 15309 15309 2.440930e-04 1.594441e-08
9 52488 52488 8.347620e-04 1.590386e-08
10 177147 177147 1.965168e-03 1.109343e-08
11 590490 590490 7.126164e-03 1.206822e-08
12 1948617 1948617 2.336259e-02 1.198932e-08
13 6377292 6377292 7.929250e-02 1.243357e-08
14 20726199 20726199 2.533286e-01 1.222263e-08
15 66961566 66961566 8.105408e-01 1.210457e-08
16 215233605 215233605 2.627764e+00 1.220889e-08
17 688747536 688747536 8.470648e+00 1.229862e-08
18 2195382771 2195382771 2.701530e+01 1.230551e-08
