0 0 0 0.000000e+00 0.000000e+00
1 0 0 4.470000e-07 inf
2 4 4 1.360000e-07 3.400000e-08
3 32 32 8.160000e-07 2.550000e-08
4 192 192 5.007000e-06 2.607812e-08
5 1024 1024 2.452400e-05 2.394922e-08
6 5120 5120 1.163190e-04 2.271855e-08
7 24576 24576 5.378800e-04 2.188639e-08
8 114688 114688 3.605254e-03 3.143532e-08
9 524288 524288 6.020255e-03 1.148273e-08
10 2359296 2359296 3.634089e-02 1.540328e-08
11 10485760 10485760 1.619079e-01 1.544074e-08
12 46137344 46137344 7.081898e-01 1.534960e-08
13 201326592 201326592 3.077941e+00 1.528830e-08
14 872415232 872415232 1.338139e+01 1.533832e-08
