0 0 0 0.000000e+00 0.000000e+00
1 0 0 4.570000e-07 inf
2 5 5 1.840000e-07 3.680000e-08
3 50 50 1.574000e-06 3.148000e-08
4 375 375 1.150800e-05 3.068800e-08
5 2500 2500 7.194900e-05 2.877960e-08
6 15625 15625 4.615220e-04 2.953741e-08
7 93750 93750 3.478282e-03 3.710167e-08
8 546875 546875 8.165814e-03 1.493177e-08
9 3125000 3125000 5.796424e-02 1.854856e-08
10 17578125 17578125 3.277505e-01 1.864536e-08
11 97656250 97656250 1.805903e+00 1.849244e-08
12 537109375 537109375 9.860687e+00 1.835881e-08
