10
2	2	2.000000	2.000000	0.000000	12.992188	6.080000e-08
8	24	7.000000	7.000000	0.000000	12.992188	2.902200e-07
16	62	16.000000	16.000000	4.000000	12.992188	8.735600e-07
32	150	32.000000	32.000000	11.000000	12.992188	2.522360e-06
64	331	64.000000	64.000000	31.000000	12.992188	6.400180e-06
128	749	127.000000	127.000000	75.000000	12.992188	1.403770e-05
256	1679	256.000000	256.000000	170.000000	12.992188	3.095416e-05
512	3709	512.000000	512.000000	368.000000	13.121094	7.226086e-05
1024	8128	1023.000000	1023.000000	816.000000	13.378906	2.461035e-04
2048	17670	2048.000000	2048.000000	1749.000000	14.027344	3.407791e-04
4096	38174	4096.000000	4096.000000	3851.000000	15.187500	7.972083e-04
8192	82021	8192.000000	8192.000000	8162.000000	17.667891	2.016692e-03
16384	175398	16383.000000	16383.000000	17257.000000	23.023438	4.798345e-03
32768	373480	32768.000000	32768.000000	36293.000000	34.464844	1.065818e-02
65536	792368	65534.000000	65534.000000	75802.000000	59.378906	2.506388e-02
131072	1675587	131072.000000	131072.000000	158842.000000	111.585938	5.448106e-02
262144	3532864	262144.000000	262144.000000	330188.000000	215.566406	1.530689e-01
524288	7429088	524288.000000	524288.000000	684961.000000	423.335938	3.393483e-01
1048576	15584965	1048576.000000	1048576.000000	1414516.000000	860.718750	7.619250e-01
