0,h,0,0,0,0.000000e+00,0.000000e+00
1,h,0,1,0,7.534000e-06,inf,inf
2,h,0,6,9,2.231000e-06,6.666667e-01,2.478889e-07
3,h,0,20,35,1.966000e-06,5.714286e-01,5.617143e-08
4,h,0,54,90,3.923000e-06,6.000000e-01,4.358889e-08
5,h,0,132,248,8.132000e-06,5.322581e-01,3.279032e-08
6,h,0,306,567,1.643500e-05,5.396825e-01,2.898589e-08
7,h,0,688,1397,3.286000e-05,4.924839e-01,2.352183e-08
8,h,0,1518,3060,6.692000e-05,4.960784e-01,2.186928e-08
9,h,0,3308,6643,1.362780e-04,4.979678e-01,2.051453e-08
10,h,0,7146,15345,2.807710e-04,4.656891e-01,1.829723e-08
11,h,0,15336,32752,6.137540e-04,4.682462e-01,1.873944e-08
12,h,0,32742,73710,1.374493e-03,4.442002e-01,1.864731e-08
13,h,0,69604,155629,3.775029e-03,4.472431e-01,2.425659e-08
14,h,0,147426,344043,5.432362e-03,4.285104e-01,1.578978e-08
15,h,0,311264,720874,1.415651e-02,4.317870e-01,1.963798e-08
16,h,0,655326,1572840,2.603763e-02,4.166514e-01,1.655453e-08
17,h,0,1376220,3276775,4.352234e-02,4.199922e-01,1.328206e-08
18,h,0,2883546,6815718,1.107860e-01,4.230730e-01,1.625449e-08
19,h,0,6029272,14680036,2.251878e-01,4.107123e-01,1.533973e-08
20,h,0,12582870,30408675,3.717294e-01,4.137921e-01,1.222445e-08
21,h,0,26214356,65011681,7.583750e-01,4.032253e-01,1.166521e-08
22,h,0,54525906,134217696,1.870691e+00,4.062498e-01,1.393774e-08
23,h,0,113246160,285212638,3.811774e+00,3.970587e-01,1.336467e-08
24,h,0,234880974,587202525,6.505289e+00,3.999999e-01,1.107844e-08
25,h,0,486539212,1241513947,1.591010e+01,3.918919e-01,1.281508e-08
26,h,0,1006632906,2550136794,3.263694e+01,3.947368e-01,1.279811e-08
