0,h,0,0,0,0.000000e+00,0.000000e+00
1,h,0,1,0,7.334000e-06,inf,inf
2,h,0,6,9,2.198000e-06,6.666667e-01,2.442222e-07
3,h,0,20,35,1.961000e-06,5.714286e-01,5.602857e-08
4,h,0,54,90,3.823000e-06,6.000000e-01,4.247778e-08
5,h,0,132,248,8.034000e-06,5.322581e-01,3.239516e-08
6,h,0,306,567,1.635100e-05,5.396825e-01,2.883774e-08
7,h,0,688,1397,3.305100e-05,4.924839e-01,2.365855e-08
8,h,0,1518,3060,6.720900e-05,4.960784e-01,2.196373e-08
9,h,0,3308,6643,1.369850e-04,4.979678e-01,2.062095e-08
10,h,0,7146,15345,2.828590e-04,4.656891e-01,1.843330e-08
11,h,0,15336,32752,5.774770e-04,4.682462e-01,1.763181e-08
12,h,0,32742,73710,1.223040e-03,4.442002e-01,1.659259e-08
13,h,0,69604,155629,3.315400e-03,4.472431e-01,2.130323e-08
14,h,0,147426,344043,5.622221e-03,4.285104e-01,1.634162e-08
15,h,0,311264,720874,1.447408e-02,4.317870e-01,2.007851e-08
16,h,0,655326,1572840,2.609566e-02,4.166514e-01,1.659143e-08
17,h,0,1376220,3276775,4.372347e-02,4.199922e-01,1.334345e-08
18,h,0,2883546,6815718,1.103811e-01,4.230730e-01,1.619508e-08
19,h,0,6029272,14680036,2.250508e-01,4.107123e-01,1.533040e-08
20,h,0,12582870,30408675,3.708372e-01,4.137921e-01,1.219511e-08
21,h,0,26214356,65011681,7.553040e-01,4.032253e-01,1.161797e-08
22,h,0,54525906,134217696,1.875459e+00,4.062498e-01,1.397326e-08
23,h,0,113246160,285212638,3.821654e+00,3.970587e-01,1.339932e-08
24,h,0,234880974,587202525,6.474276e+00,3.999999e-01,1.102563e-08
25,h,0,486539212,1241513947,1.596361e+01,3.918919e-01,1.285818e-08
26,h,0,1006632906,2550136794,3.274110e+01,3.947368e-01,1.283896e-08
