0,h,0,0,0,0.000000e+00,0.000000e+00
1,h,0,1,0,7.244000e-06,inf,inf
2,h,0,6,9,2.215000e-06,6.666667e-01,2.461111e-07
3,h,0,20,35,1.929000e-06,5.714286e-01,5.511429e-08
4,h,0,54,90,3.890000e-06,6.000000e-01,4.322222e-08
5,h,0,132,248,8.082000e-06,5.322581e-01,3.258871e-08
6,h,0,306,567,1.584600e-05,5.396825e-01,2.794709e-08
7,h,0,688,1397,3.270600e-05,4.924839e-01,2.341160e-08
8,h,0,1518,3060,6.661400e-05,4.960784e-01,2.176928e-08
9,h,0,3308,6643,1.386210e-04,4.979678e-01,2.086723e-08
10,h,0,7146,15345,2.825070e-04,4.656891e-01,1.841036e-08
11,h,0,15336,32752,5.756790e-04,4.682462e-01,1.757691e-08
12,h,0,32742,73710,1.374887e-03,4.442002e-01,1.865265e-08
13,h,0,69604,155629,3.770746e-03,4.472431e-01,2.422907e-08
14,h,0,147426,344043,5.427434e-03,4.285104e-01,1.577545e-08
15,h,0,311264,720874,1.413871e-02,4.317870e-01,1.961328e-08
16,h,0,655326,1572840,2.609768e-02,4.166514e-01,1.659271e-08
17,h,0,1376220,3276775,4.343012e-02,4.199922e-01,1.325392e-08
18,h,0,2883546,6815718,1.103197e-01,4.230730e-01,1.618607e-08
19,h,0,6029272,14680036,2.247563e-01,4.107123e-01,1.531034e-08
20,h,0,12582870,30408675,3.773751e-01,4.137921e-01,1.241011e-08
21,h,0,26214356,65011681,7.935286e-01,4.032253e-01,1.220594e-08
22,h,0,54525906,134217696,1.888786e+00,4.062498e-01,1.407256e-08
23,h,0,113246160,285212638,3.860692e+00,3.970587e-01,1.353619e-08
24,h,0,234880974,587202525,6.922715e+00,3.999999e-01,1.178931e-08
25,h,0,486539212,1241513947,1.614076e+01,3.918919e-01,1.300087e-08
26,h,0,1006632906,2550136794,3.311407e+01,3.947368e-01,1.298521e-08
