0,h,0,0,0,0.000000e+00,0.000000e+00
1,h,0,1,0,7.276000e-06,inf,inf
2,h,0,6,9,2.191000e-06,6.666667e-01,2.434444e-07
3,h,0,20,35,1.953000e-06,5.714286e-01,5.580000e-08
4,h,0,54,90,3.837000e-06,6.000000e-01,4.263333e-08
5,h,0,132,248,8.049000e-06,5.322581e-01,3.245565e-08
6,h,0,306,567,1.670200e-05,5.396825e-01,2.945679e-08
7,h,0,688,1397,3.282900e-05,4.924839e-01,2.349964e-08
8,h,0,1518,3060,6.653700e-05,4.960784e-01,2.174412e-08
9,h,0,3308,6643,1.363230e-04,4.979678e-01,2.052130e-08
10,h,0,7146,15345,2.806370e-04,4.656891e-01,1.828850e-08
11,h,0,15336,32752,5.799570e-04,4.682462e-01,1.770753e-08
12,h,0,32742,73710,1.198523e-03,4.442002e-01,1.625998e-08
13,h,0,69604,155629,3.785669e-03,4.472431e-01,2.432496e-08
14,h,0,147426,344043,5.776815e-03,4.285104e-01,1.679097e-08
15,h,0,311264,720874,1.415899e-02,4.317870e-01,1.964143e-08
16,h,0,655326,1572840,2.692041e-02,4.166514e-01,1.711580e-08
17,h,0,1376220,3276775,4.362263e-02,4.199922e-01,1.331267e-08
18,h,0,2883546,6815718,1.138981e-01,4.230730e-01,1.671109e-08
19,h,0,6029272,14680036,2.314177e-01,4.107123e-01,1.576411e-08
20,h,0,12582870,30408675,3.723179e-01,4.137921e-01,1.224381e-08
21,h,0,26214356,65011681,7.585737e-01,4.032253e-01,1.166827e-08
22,h,0,54525906,134217696,1.922492e+00,4.062498e-01,1.432368e-08
23,h,0,113246160,285212638,3.912581e+00,3.970587e-01,1.371812e-08
24,h,0,234880974,587202525,6.480310e+00,3.999999e-01,1.103590e-08
25,h,0,486539212,1241513947,1.626042e+01,3.918919e-01,1.309725e-08
26,h,0,1006632906,2550136794,3.331405e+01,3.947368e-01,1.306363e-08
