0,h,0,0,0,0.000000e+00,0.000000e+00
1,h,0,1,0,7.447000e-06,inf,inf
2,h,0,6,9,2.200000e-06,6.666667e-01,2.444444e-07
3,h,0,20,35,1.967000e-06,5.714286e-01,5.620000e-08
4,h,0,54,90,3.898000e-06,6.000000e-01,4.331111e-08
5,h,0,132,248,8.053000e-06,5.322581e-01,3.247177e-08
6,h,0,306,567,1.597600e-05,5.396825e-01,2.817637e-08
7,h,0,688,1397,3.610600e-05,4.924839e-01,2.584538e-08
8,h,0,1518,3060,7.618500e-05,4.960784e-01,2.489706e-08
9,h,0,3308,6643,1.388780e-04,4.979678e-01,2.090592e-08
10,h,0,7146,15345,2.847220e-04,4.656891e-01,1.855471e-08
11,h,0,15336,32752,5.992930e-04,4.682462e-01,1.829791e-08
12,h,0,32742,73710,1.260584e-03,4.442002e-01,1.710194e-08
13,h,0,69604,155629,3.756716e-03,4.472431e-01,2.413892e-08
14,h,0,147426,344043,5.938309e-03,4.285104e-01,1.726037e-08
15,h,0,311264,720874,1.403466e-02,4.317870e-01,1.946895e-08
16,h,0,655326,1572840,2.588962e-02,4.166514e-01,1.646043e-08
17,h,0,1376220,3276775,4.582034e-02,4.199922e-01,1.398336e-08
18,h,0,2883546,6815718,1.097890e-01,4.230730e-01,1.610821e-08
19,h,0,6029272,14680036,2.236773e-01,4.107123e-01,1.523684e-08
20,h,0,12582870,30408675,3.958258e-01,4.137921e-01,1.301687e-08
21,h,0,26214356,65011681,8.099723e-01,4.032253e-01,1.245887e-08
22,h,0,54525906,134217696,1.884612e+00,4.062498e-01,1.404146e-08
23,h,0,113246160,285212638,3.856836e+00,3.970587e-01,1.352267e-08
24,h,0,234880974,587202525,7.001746e+00,3.999999e-01,1.192390e-08
25,h,0,486539212,1241513947,1.610197e+01,3.918919e-01,1.296963e-08
26,h,0,1006632906,2550136794,3.301531e+01,3.947368e-01,1.294648e-08
