0,h,0,0,0,0.000000e+00,0.000000e+00
1,h,0,1,0,7.304000e-06,inf,inf
2,h,0,6,9,2.174000e-06,6.666667e-01,2.415556e-07
3,h,0,20,35,1.935000e-06,5.714286e-01,5.528571e-08
4,h,0,54,90,3.863000e-06,6.000000e-01,4.292222e-08
5,h,0,132,248,8.006000e-06,5.322581e-01,3.228226e-08
6,h,0,306,567,1.593000e-05,5.396825e-01,2.809524e-08
7,h,0,688,1397,3.243100e-05,4.924839e-01,2.321475e-08
8,h,0,1518,3060,6.722500e-05,4.960784e-01,2.196895e-08
9,h,0,3308,6643,1.369940e-04,4.979678e-01,2.062231e-08
10,h,0,7146,15345,2.819630e-04,4.656891e-01,1.837491e-08
11,h,0,15336,32752,5.818410e-04,4.682462e-01,1.776505e-08
12,h,0,32742,73710,1.238895e-03,4.442002e-01,1.680769e-08
13,h,0,69604,155629,3.487306e-03,4.472431e-01,2.240782e-08
14,h,0,147426,344043,5.767729e-03,4.285104e-01,1.676456e-08
15,h,0,311264,720874,1.415337e-02,4.317870e-01,1.963363e-08
16,h,0,655326,1572840,2.609720e-02,4.166514e-01,1.659240e-08
17,h,0,1376220,3276775,4.351622e-02,4.199922e-01,1.328020e-08
18,h,0,2883546,6815718,1.106892e-01,4.230730e-01,1.624028e-08
19,h,0,6029272,14680036,2.251291e-01,4.107123e-01,1.533573e-08
20,h,0,12582870,30408675,3.716330e-01,4.137921e-01,1.222128e-08
21,h,0,26214356,65011681,7.579198e-01,4.032253e-01,1.165821e-08
22,h,0,54525906,134217696,1.876969e+00,4.062498e-01,1.398451e-08
23,h,0,113246160,285212638,3.825024e+00,3.970587e-01,1.341113e-08
24,h,0,234880974,587202525,6.470405e+00,3.999999e-01,1.101904e-08
25,h,0,486539212,1241513947,1.592975e+01,3.918919e-01,1.283091e-08
26,h,0,1006632906,2550136794,3.264621e+01,3.947368e-01,1.280175e-08
