0,h,0,0,0,0.000000e+00,0.000000e+00
1,h,0,1,0,1.299700e-05,inf,inf
2,h,0,6,9,3.863000e-06,6.666667e-01,4.292222e-07
3,h,0,20,35,3.698000e-06,5.714286e-01,1.056571e-07
4,h,0,54,90,7.344000e-06,6.000000e-01,8.160000e-08
5,h,0,132,248,1.492300e-05,5.322581e-01,6.017339e-08
6,h,0,306,567,3.106600e-05,5.396825e-01,5.479012e-08
7,h,0,688,1397,6.307100e-05,4.924839e-01,4.514746e-08
8,h,0,1518,3060,1.275830e-04,4.960784e-01,4.169379e-08
9,h,0,3308,6643,2.614250e-04,4.979678e-01,3.935345e-08
10,h,0,7146,15345,5.638900e-04,4.656891e-01,3.674747e-08
11,h,0,15336,32752,7.400700e-04,4.682462e-01,2.259618e-08
12,h,0,32742,73710,1.540221e-03,4.442002e-01,2.089569e-08
13,h,0,69604,155629,4.187009e-03,4.472431e-01,2.690378e-08
14,h,0,147426,344043,5.333359e-03,4.285104e-01,1.550201e-08
15,h,0,311264,720874,1.417945e-02,4.317870e-01,1.966980e-08
16,h,0,655326,1572840,2.608555e-02,4.166514e-01,1.658500e-08
17,h,0,1376220,3276775,4.373588e-02,4.199922e-01,1.334723e-08
18,h,0,2883546,6815718,1.110812e-01,4.230730e-01,1.629780e-08
19,h,0,6029272,14680036,2.264203e-01,4.107123e-01,1.542369e-08
20,h,0,12582870,30408675,3.735396e-01,4.137921e-01,1.228398e-08
21,h,0,26214356,65011681,7.614085e-01,4.032253e-01,1.171187e-08
22,h,0,54525906,134217696,1.897555e+00,4.062498e-01,1.413789e-08
23,h,0,113246160,285212638,3.870164e+00,3.970587e-01,1.356940e-08
24,h,0,234880974,587202525,6.533919e+00,3.999999e-01,1.112720e-08
25,h,0,486539212,1241513947,1.610417e+01,3.918919e-01,1.297140e-08
26,h,0,1006632906,2550136794,3.297902e+01,3.947368e-01,1.293225e-08
