1 4 4 7.460000e-07 1.865000e-07
2 4 32 1.170000e-07 3.656250e-09
3 4 192 2.631000e-06 1.370313e-08
4 4 1024 1.388000e-05 1.355469e-08
5 4 5120 6.880400e-05 1.343828e-08
6 4 24576 3.241040e-04 1.318783e-08
7 4 114688 1.515964e-03 1.321816e-08
8 4 524288 4.319763e-03 8.239294e-09
9 4 2359296 1.503824e-02 6.374037e-09
10 4 10485760 7.488530e-02 7.141619e-09
11 4 46137344 3.254841e-01 7.054677e-09
12 4 201326592 1.412267e+00 7.014805e-09
13 4 872415232 6.644932e+00 7.616708e-09
14 4 3758096384 2.726942e+01 7.256179e-09
