d493,0,1,493,1.197647e-02,38803,35002,0.10859,1,1.50
d493,1,1,493,8.535037e-03,38803,35002,0.10859,1,1.50
d493,2,1,493,8.256349e-03,38803,35002,0.10859,1,1.50
d493,3,1,493,8.247021e-03,38803,35002,0.10859,1,1.50
d493,4,1,493,8.218010e-03,38803,35002,0.10859,1,1.50
d493,5,1,493,8.281741e-03,38803,35002,0.10859,1,1.50
d493,6,1,493,8.219475e-03,38803,35002,0.10859,1,1.50
d493,7,1,493,8.256885e-03,38803,35002,0.10859,1,1.50
d493,8,1,493,8.251057e-03,38803,35002,0.10859,1,1.50
d493,9,1,493,8.218724e-03,38803,35002,0.10859,1,1.50
