vm1748,0,1,1748,1.233884e-01,380257,336556,0.12985,1,1.50
vm1748,1,1,1748,1.185644e-01,380257,336556,0.12985,1,1.50
vm1748,2,1,1748,1.169354e-01,380257,336556,0.12985,1,1.50
vm1748,3,1,1748,1.170751e-01,380257,336556,0.12985,1,1.50
vm1748,4,1,1748,1.170095e-01,380257,336556,0.12985,1,1.50
vm1748,5,1,1748,1.169135e-01,380257,336556,0.12985,1,1.50
vm1748,6,1,1748,1.170509e-01,380257,336556,0.12985,1,1.50
vm1748,7,1,1748,1.169341e-01,380257,336556,0.12985,1,1.50
vm1748,8,1,1748,1.170721e-01,380257,336556,0.12985,1,1.50
vm1748,9,1,1748,1.170147e-01,380257,336556,0.12985,1,1.50
