0,4,4098,30803,64,427741,134733,4818,848152,63,22568960,5.331676e-02,50400,1495227334
1,4,4098,30803,64,427741,134733,4818,848152,63,22568960,5.330384e-02,50400,1495227334
2,4,4098,30803,64,427741,134733,4818,848152,63,22568960,5.314864e-02,50400,1495227334
3,4,4098,30803,64,427741,134733,4818,848152,63,22568960,5.342226e-02,50400,1495227334
4,4,4098,30803,64,427741,134733,4818,848152,63,22568960,5.348638e-02,50400,1495227334
5,4,4098,30803,64,427741,134733,4818,848152,63,22568960,5.338422e-02,50400,1495227334
6,4,4098,30803,64,427741,134733,4818,848152,63,22568960,5.323434e-02,50400,1495227334
7,4,4098,30803,64,427741,134733,4818,848152,63,22568960,5.339844e-02,50400,1495227334
8,4,4098,30803,64,427741,134733,4818,848152,63,22568960,5.331102e-02,50400,1495227334
9,4,4098,30803,64,427741,134733,4818,848152,63,22568960,5.327760e-02,50400,1495227334
