2	2	2.000000	2.000000	0.000000	12.992188	8.822000e-08
8	24	7.000000	7.000000	0.000000	12.992188	2.856800e-07
16	62	16.000000	16.000000	4.000000	12.992188	9.173000e-07
32	150	32.000000	32.000000	12.000000	12.992188	2.670640e-06
64	331	64.000000	64.000000	30.000000	12.992188	6.451780e-06
128	749	127.000000	127.000000	78.000000	12.992188	1.599258e-05
256	1679	256.000000	256.000000	169.000000	12.992188	3.230752e-05
512	3709	512.000000	512.000000	375.000000	13.121094	7.110242e-05
1024	8128	1023.000000	1023.000000	817.000000	13.378906	1.616609e-04
2048	17670	2048.000000	2048.000000	1750.000000	14.027344	3.709971e-04
4096	38174	4096.000000	4096.000000	3856.000000	15.187500	7.764162e-04
8192	82021	8192.000000	8192.000000	8167.000000	17.667891	1.962730e-03
16384	175398	16383.000000	16383.000000	17246.000000	23.023438	5.316855e-03
32768	373480	32768.000000	32768.000000	36323.000000	34.464844	1.037991e-02
65536	792368	65534.000000	65534.000000	75773.000000	59.378906	2.324052e-02
131072	1675587	131072.000000	131072.000000	158845.000000	111.585938	5.349760e-02
262144	3532864	262144.000000	262144.000000	330057.000000	215.566406	1.408337e-01
524288	7429088	524288.000000	524288.000000	685068.000000	423.335938	3.455712e-01
1048576	15584965	1048576.000000	1048576.000000	1414441.000000	860.718750	8.032001e-01
