5
2	2	2.000000	2.000000	0.000000	12.992188	5.562000e-08
8	24	7.000000	7.000000	0.000000	12.992188	2.601800e-07
16	62	16.000000	16.000000	4.000000	12.992188	8.916000e-07
32	150	32.000000	32.000000	11.000000	12.992188	2.700900e-06
64	331	64.000000	64.000000	31.000000	12.992188	5.982880e-06
128	749	127.000000	127.000000	76.000000	12.992188	1.404970e-05
256	1679	256.000000	256.000000	170.000000	12.992188	3.167658e-05
512	3709	512.000000	512.000000	367.000000	13.121094	9.078740e-05
1024	8128	1023.000000	1023.000000	824.000000	13.378906	1.558938e-04
2048	17670	2048.000000	2048.000000	1752.000000	14.027344	3.643646e-04
4096	38174	4096.000000	4096.000000	3853.000000	15.187500	8.591203e-04
8192	82021	8192.000000	8192.000000	8174.000000	17.667891	1.898241e-03
16384	175398	16383.000000	16383.000000	17238.000000	23.023438	4.565028e-03
32768	373480	32768.000000	32768.000000	36319.000000	34.464844	1.167017e-02
65536	792368	65534.000000	65534.000000	75809.000000	59.378906	2.293141e-02
131072	1675587	131072.000000	131072.000000	158810.000000	111.585938	5.051371e-02
262144	3532864	262144.000000	262144.000000	330163.000000	215.566406	1.637705e-01
524288	7429088	524288.000000	524288.000000	685175.000000	423.335938	3.757249e-01
1048576	15584965	1048576.000000	1048576.000000	1414791.000000	860.718750	7.304532e-01
